지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),월합강수량(00~24h만)(mm),일최다강수량(mm),1시간최다강수량(mm),합계 일조시간(hr)
101,춘천,2024-01,-2.1,3.5,-7.1,9.3,4.5,,157
101,춘천,2024-02,2.1,7.8,-2.6,54.3,18.1,,112.8
101,춘천,2024-03,5.5,12,-1,44.3,18.8,,180.8
101,춘천,2024-04,15,22,8.2,31.4,18.8,12.7,198.3
101,춘천,2024-05,17.4,24.1,10.8,117.8,38.5,8.8,249.5
101,춘천,2024-06,23.5,29.9,16.9,141.8,72.9,38.1,284
101,춘천,2024-07,25.8,29.7,22.7,439.9,83.6,22.7,114.2
101,춘천,2024-08,28,32.9,24.3,76.4,49.2,16.8,227.2
101,춘천,2024-09,23.3,28.1,19.5,207.4,76.3,28.5,158.2
101,춘천,2024-10,14.5,19.8,10.2,64.9,33.3,10.8,135.2
101,춘천,2024-11,7.6,14.4,2.1,29.7,21.6,,170.6
101,춘천,2024-12,-1.6,4.6,-7.2,2.4,1.9,,162.6
104,북강릉,2008-07,,,,268,165.5,4,31.4
104,북강릉,2008-08,22.8,26.3,19.8,229,51.5,19.5,161.4
104,북강릉,2008-09,20.3,24.1,16.7,146.1,77,11.5,189.7
104,북강릉,2008-10,16.3,20.5,12.3,53,40,8,204.4
104,북강릉,2008-11,8.6,12.5,4.6,52.2,17,,173
104,북강릉,2008-12,3,7.4,-1.4,68.5,47,,197.5
104,북강릉,2009-01,-.2,4.3,-4.1,20.5,13.5,,218.1
104,북강릉,2009-02,4.1,8.4,.4,29.8,15,,141.1
104,북강릉,2009-03,6.4,10.3,2.3,68.1,17,,187.7
104,북강릉,2009-04,12.4,16.9,7.6,53.5,29.5,6.5,247
104,북강릉,2009-05,18,22.6,13.6,50.9,20.5,4,236.7
104,북강릉,2009-06,20.5,24.1,16.7,102.1,25.5,15.5,187.1
104,북강릉,2009-07,21.7,25.2,18.9,399.2,136,29,130.1
104,북강릉,2009-08,22.6,25.5,19.9,196.9,115,20,136.4
104,북강릉,2009-09,19.5,23,16.2,49,14.5,6,179.3
104,북강릉,2009-10,15.8,19.8,11.9,21.5,7,5.5,232.8
104,북강릉,2009-11,7.7,11.2,4.4,202.8,58.5,,137.8
104,북강릉,2009-12,1.7,5.6,-2.2,15.2,7.5,,180.9
104,북강릉,2010-01,-.8,3.8,-5.2,33.9,14.4,,199.2
104,북강릉,2010-02,1.7,5.6,-2.2,101.2,35,,143.9
104,북강릉,2010-03,3.3,6.4,.5,160.3,37,,121
104,북강릉,2010-04,9.2,12.9,5.3,34,8.5,3,185.4
104,북강릉,2010-05,16.4,21.1,11.7,115.5,84,7.5,207.2
104,북강릉,2010-06,20.7,25.6,16.2,15.2,5,5,259.9
104,북강릉,2010-07,25.1,28.8,21.8,77.6,28,10,153.8
104,북강릉,2010-08,25.7,29.5,22.7,167.1,34.5,15,116.6
104,북강릉,2010-09,19.8,23.5,16.6,272.9,76.5,20.5,144.3
104,북강릉,2010-10,14.3,18.4,10.4,70.6,34.5,11.5,173
104,북강릉,2010-11,8.5,13.4,3.2,10.3,10,,236.8
104,북강릉,2010-12,2.4,7.2,-2.5,28,23.5,,194.4
104,북강릉,2011-01,-3.7,1.2,-8.6,14.1,9,,243.8
104,북강릉,2011-02,1.6,5.4,-2.5,166.2,90.3,,155.9
104,북강릉,2011-03,4.4,8.9,-.4,30,12.4,,235.1
104,북강릉,2011-04,11,16.2,5.7,133,35,7.5,207.4
104,북강릉,2011-05,15.1,19.8,11,80.5,34,5.5,146.7
104,북강릉,2011-06,20.8,25.3,16.6,289.8,94,20,213.1
104,북강릉,2011-07,22.6,25.9,20.2,305.7,59,22.5,77.9
104,북강릉,2011-08,24.6,28.3,21.6,106.8,22,16,138.7
104,북강릉,2011-09,19.6,23.5,16.2,283.7,64.5,22.5,157.5
104,북강릉,2011-10,14.1,18.8,9.7,60.1,37.5,5,203.5
104,북강릉,2011-11,10.6,14.7,6.7,136.2,47,,135.2
104,북강릉,2011-12,.6,4.9,-3.6,86.5,29,,197.3
104,북강릉,2012-01,-1,3.3,-5.1,45.6,22.5,,211
104,북강릉,2012-02,-.4,4.1,-5.3,26.2,14.1,,218.6
104,북강릉,2012-03,4.9,8.8,.9,120.1,40.5,,188.7
104,북강릉,2012-04,12.3,17.5,7.3,117.7,54,7.5,229.4
104,북강릉,2012-05,16.8,21.2,12.4,55.2,19.5,8.5,236.3
104,북강릉,2012-06,19.7,23.5,16.6,30.6,6,3.5,143.7
104,북강릉,2012-07,24.3,28.4,20.9,284.9,117.5,19.5,199.9
104,북강릉,2012-08,24.4,28.1,21.4,263.7,93.5,25.5,98.1
104,북강릉,2012-09,19.2,23.5,15.4,251.8,166.5,22.5,187.3
104,북강릉,2012-10,15,20.3,10.2,11.1,3.5,2,234.5
104,북강릉,2012-11,6.9,11.8,2.4,31.4,14.5,,202.8
104,북강릉,2012-12,-.7,3.8,-4.8,42,31,,195.3
104,북강릉,2013-01,-1.2,3.7,-5.3,75.7,28.2,,203.3
104,북강릉,2013-02,.9,5.6,-4,16,5.5,,207.6
104,북강릉,2013-03,6.4,11.4,1.4,78.3,25,,242.7
104,북강릉,2013-04,9.9,14.8,4.9,46.3,25,2.5,232.9
104,북강릉,2013-05,16.9,22.3,12.2,98.9,43.5,8,255
104,북강릉,2013-06,20.1,24.3,17,26.8,15,3.5,166.9
104,북강릉,2013-07,26,30.2,22.7,209,65,20,160.9
104,북강릉,2013-08,27.2,31.5,23.3,74.2,42,12.5,248.5
104,북강릉,2013-09,19.8,23.8,16.4,129.4,32,14,142.7
104,북강릉,2013-10,15.1,19.8,10.9,103.7,51,22.5,200.1
104,북강릉,2013-11,7.7,12.4,2.8,9,3,,224.7
104,북강릉,2013-12,2,6.2,-2.4,28.6,13,,205
104,북강릉,2014-01,1.2,5.6,-3.6,44.6,25.8,,197.3
104,북강릉,2014-02,.7,4.1,-2.6,211.8,44.2,,117.7
104,북강릉,2014-03,7.4,11.9,2.3,54.9,16.5,,212.2
104,북강릉,2014-04,13.2,17.8,8.4,175.1,106.5,11.5,210.4
104,북강릉,2014-05,18.8,24.3,13.4,9.9,4.5,4.1,283.5
104,북강릉,2014-06,19.7,23.5,16.8,54.7,9,8.8,136.6
104,북강릉,2014-07,24.9,29.3,21,116.4,46.5,26.5,229.5
104,북강릉,2014-08,22.7,26,19.8,312.7,52,14.5,124.1
104,북강릉,2014-09,20,24.1,16.4,190.9,104,15.5,195.4
104,북강릉,2014-10,15.2,19.8,10.5,110.1,56.5,13,208.5
104,북강릉,2014-11,9.5,13.6,5.3,80.5,44,,169.2
104,북강릉,2014-12,.2,4.9,-4.8,0,0,,224.5
104,북강릉,2015-01,1.4,5.7,-2.9,22.8,8.7,,189.2
104,북강릉,2015-02,2.1,6.4,-2.1,17.6,6.1,,186
104,북강릉,2015-03,7.2,12.3,1.7,20.5,15.5,,258.9
104,북강릉,2015-04,11.4,16.2,6.2,67.7,16.5,7,186.9
104,북강릉,2015-05,18.8,24.5,12.9,3.6,1.5,1,293.1
104,북강릉,2015-06,19.8,24.4,15.8,170.3,155,12,163.6
104,북강릉,2015-07,22.8,26.8,19.4,60.8,17.5,6,180.7
104,북강릉,2015-08,24.9,29.2,21.2,177,81.5,33.5,224.3
104,북강릉,2015-09,19.6,23.9,15.7,52.6,23,13.5,220
104,북강릉,2015-10,15.4,20.4,10.2,23.2,8.5,3,256.7
104,북강릉,2015-11,9.2,12.3,6.5,394.5,78.5,,92.7
104,북강릉,2015-12,4.4,8.6,.6,6.9,5.5,,166.4
104,북강릉,2016-01,.1,4.5,-4.3,24.7,13.2,,228.9
104,북강릉,2016-02,1.6,5.5,-2.6,45.7,12.7,,205.4
104,북강릉,2016-03,7.2,11.4,2.7,29.6,13,,191.4
104,북강릉,2016-04,13.5,18.6,8.2,70.4,19.4,4.6,222.6
104,북강릉,2016-05,18.2,23.6,13.1,34.1,28.4,3.2,275.9
104,북강릉,2016-06,20.8,24.9,17.3,64.4,24.8,23.2,182.2
104,북강릉,2016-07,23.1,26.4,20.4,377.1,97.9,26.5,118.8
104,북강릉,2016-08,24.9,28.9,21.5,259.4,78.5,34.4,222.3
104,북강릉,2016-09,20,23.5,17.1,93.8,24.3,19.6,103.3
104,북강릉,2016-10,14.9,19.1,11.6,82.2,22.2,8.1,134.5
104,북강릉,2016-11,8.6,13.1,4.1,32.6,26.4,,175.2
104,북강릉,2016-12,4.5,8.7,.1,90.2,31.9,0,170.9
104,북강릉,2017-01,1.2,5.3,-2.9,60.7,32.2,,217.6
104,북강릉,2017-02,3.2,7.6,-1.5,2.6,2.6,,208.6
104,북강릉,2017-03,6.7,11,2.3,42.4,17.9,,187.4
104,북강릉,2017-04,14.5,20,9.3,42.2,16.1,4.3,259.1
104,북강릉,2017-05,19.1,24.2,13.7,25.2,17.1,6.4,273.9
104,북강릉,2017-06,19.8,24.3,15.7,26,13.8,6.6,251.7
104,북강릉,2017-07,25.4,28.9,22.3,243.6,80.5,26.6,162.5
104,북강릉,2017-08,23.1,26.3,20.5,506.3,97.2,41.6,112
104,북강릉,2017-09,20.1,24.5,15.8,51.9,18.4,12.2,245.7
104,북강릉,2017-10,14.4,18.2,10.9,133.5,36.8,15.8,141.2
104,북강릉,2017-11,8,12.5,3,30.6,22.6,,216.4
104,북강릉,2017-12,1.1,5.3,-3.6,7.4,7.4,,229.7
104,북강릉,2018-01,-.8,3.6,-5.2,2.8,2.8,,218.5
104,북강릉,2018-02,.1,4.5,-4.5,43.5,42.6,,217.7
104,북강릉,2018-03,8.2,12.8,3,72.3,27.9,,201.3
104,북강릉,2018-04,13.4,18.7,8,151.8,52.7,6.9,227
104,북강릉,2018-05,16.2,20.5,11.8,133,41.9,22.8,201.5
104,북강릉,2018-06,21.6,25.8,17.7,44.7,29.7,10.9,230.2
104,북강릉,2018-07,25.1,28.4,21.9,204,51.3,16.9,227.5
104,북강릉,2018-08,24.9,28.5,21.6,432.2,204.8,67.3,164.3
104,북강릉,2018-09,19.2,22.9,15.5,171.7,46.7,25.9,168.5
104,북강릉,2018-10,13.2,17.4,8.8,232.5,135.3,19.6,226.5
104,북강릉,2018-11,9.2,13.4,5.4,43.2,30.6,,171.7
104,북강릉,2018-12,2.1,6.5,-2.3,16.4,12.1,,206.9
104,북강릉,2019-01,2,6.9,-2.5,17.6,15.8,,232.4
104,북강릉,2019-02,3,7.1,-1.1,13.7,7.6,,211.4
104,북강릉,2019-03,8.1,13,3,39.3,12.9,,226
104,북강릉,2019-04,11.6,16.2,6.5,77.5,34.8,4.6,220.9
104,북강릉,2019-05,19.7,25.1,14.3,2.6,1.6,1.5,298.4
104,북강릉,2019-06,19.8,23.9,16,122.4,65.3,9.7,221.1
104,북강릉,2019-07,24.3,27.7,21.5,251,103.6,15.4,191.9
104,북강릉,2019-08,24.8,28.5,21.4,260.4,160.7,28.5,214.1
104,북강릉,2019-09,20.3,24,16.9,219.6,66.7,15.3,118.6
104,북강릉,2019-10,15.5,19.6,11.7,432.1,252.3,57.7,149.9
104,북강릉,2019-11,9.3,14.1,4.8,127,44.9,,180.4
104,북강릉,2019-12,4.5,8.9,.1,6.5,6.5,,193.1
104,북강릉,2020-01,3.5,7.4,.1,102.7,48.9,,159.2
104,북강릉,2020-02,4.1,8.7,-.3,70.7,41.7,,200.1
104,북강릉,2020-03,8,12.8,2.7,48.8,19.5,,258.3
104,북강릉,2020-04,10.8,15.8,5.7,68.5,23,7.9,254.9
104,북강릉,2020-05,17,21.9,12.8,111.5,38.9,9.1,233.1
104,북강릉,2020-06,22.2,26.5,18,244.4,217,50.5,232.4
104,북강릉,2020-07,21,24.1,18.2,435.7,128.2,40.1,146.1
104,북강릉,2020-08,25.4,29.3,22.3,171.1,29.6,11.5,134.2
104,북강릉,2020-09,19.4,23.3,15.8,541.7,206.5,58.7,157
104,북강릉,2020-10,13.7,18.8,9.1,.2,.1,.1,217.1
104,북강릉,2020-11,9.9,14.6,5,5.8,5.8,,204.2
104,북강릉,2020-12,1.7,6.6,-3.1,.6,.6,,225.9
104,북강릉,2021-01,-.6,4.2,-5.6,13,10.3,,205.4
104,북강릉,2021-02,3.8,8.8,-1.3,5.6,5.5,,213.5
104,북강릉,2021-03,8.3,12.9,3.9,115.7,75.6,,210.4
104,북강릉,2021-04,12.4,17.1,7.4,115,50.9,11.6,237
104,북강릉,2021-05,16.4,21.1,11.4,157.6,73.2,12.6,229
104,북강릉,2021-06,20.1,24,16.6,30.4,15.4,5.3,181.7
104,북강릉,2021-07,24.5,28.3,21.2,146,64.7,25,255.7
104,북강릉,2021-08,23.5,27.1,20.6,479.1,145.8,55.7,106.5
104,북강릉,2021-09,20,23.7,16.7,128.7,86.7,14,170.2
104,북강릉,2021-10,15.2,19.8,11.3,143.1,60.7,9.4,168.6
104,북강릉,2021-11,10,14.8,5.2,16.6,8.5,,213.3
104,북강릉,2021-12,3.3,7.9,-1.7,41.6,18,,218.1
104,북강릉,2022-01,.5,4.6,-3.5,5.8,3.5,,231.4
104,북강릉,2022-02,1.1,5.7,-3.7,3.2,1.7,,246.4
104,북강릉,2022-03,7.7,11.9,3.3,100,32,,192.2
104,북강릉,2022-04,14.6,19.3,9.3,65.1,23.3,10.1,255.9
104,북강릉,2022-05,18.5,23.7,12.9,6.5,5.6,1.9,305.7
104,북강릉,2022-06,21.2,25.2,17.6,168.4,74.9,13.7,178
104,북강릉,2022-07,24.1,27.5,21.5,239.4,73.2,26.8,135.6
104,북강릉,2022-08,24.3,28,21,303.3,74.1,21.4,136.2
104,북강릉,2022-09,20,24.8,15.9,235.9,105,15.1,200.2
104,북강릉,2022-10,13.8,18.2,10.2,347.7,105.5,19.5,151.9
104,북강릉,2022-11,11.2,16.3,6.6,53.4,30.5,,198.1
104,북강릉,2022-12,.6,5.2,-4,0,0,,225.3
104,북강릉,2023-01,1.1,5.8,-3.4,97.3,51.2,,219.3
104,북강릉,2023-02,3.5,7.5,-.4,50.4,21.5,,173.7
104,북강릉,2023-03,9.9,14.3,4.8,9.3,5.5,,219.3
104,북강릉,2023-04,13.3,18.1,8.3,32.7,15.6,4.3,222.5
104,북강릉,2023-05,17.9,22.6,12.8,91.4,65,7.8,237.2
104,북강릉,2023-06,22,26.3,17.8,171.3,45.1,30.6,247.7
104,북강릉,2023-07,25.6,29.5,22.4,109.1,26,21.2,178.7
104,북강릉,2023-08,24.7,28.2,22.1,502.9,242,51.7,148.8
104,북강릉,2023-09,21.1,24.9,18.1,240.1,95.7,14.7,161.9
104,북강릉,2023-10,15.7,20.7,11.3,21.3,14.8,6.4,218.3
104,북강릉,2023-11,9.3,14.1,4.5,59.9,35.8,,222.8
104,북강릉,2023-12,2.8,6.9,-1.3,248.4,94.4,,188.5
104,북강릉,2024-01,1.4,5.4,-2.5,31.3,23.9,,206.1
104,북강릉,2024-02,3,6.7,-.2,165.6,33,,103.3
